-0.530776,-0.932366,-0.741252,0.136076,1.04547,0.120499,18,0.05,1,1
-0.530776,-1.26725,-0.804634,0.125978,1.09386,0.108122,18,0.05,0,1
-0.530776,-0.789369,-0.802847,0.117082,1.04647,0.105363,17,0.05,1,1
-0.530776,-0.707551,-0.792806,0.110259,1.09574,0.0957764,17,0.05,0,1
-0.530776,-0.682228,-0.782215,0.104946,1.14789,0.0877887,17,0.05,0,1
-0.530776,-0.434624,-0.751701,0.100772,1.203,0.0810308,17,0.05,0,1
-0.530776,-0.648672,-0.743352,0.0974802,1.26119,0.0752389,17,0.05,0,1
-0.530776,-0.455796,-0.716592,0.0930616,1.04773,0.0855025,18,0.05,1,1
-0.530776,-0.311563,-0.681961,0.0895838,1.09816,0.0790791,18,0.05,0,1
-0.530776,-0.960732,-0.704006,0.0868417,1.15139,0.0735534,18,0.05,0,1
-0.530776,-0.460803,-0.686117,0.0846886,1.20753,0.0687495,18,0.05,0,1
-0.530776,-0.522328,-0.674857,0.0830172,1.26672,0.0645346,18,0.05,0,1
-0.530776,-0.991228,-0.695274,0.0817471,1.32908,0.0608067,18,0.05,0,1
-0.530776,-0.419184,-0.678486,0.0808172,1.39478,0.0574859,18,0.05,0,1
-0.530776,-0.374626,-0.661018,0.0801803,1.46397,0.0545091,18,0.05,0,1
-0.530776,-0.148476,-0.63308,0.0797998,1.53682,0.0518254,18,0.05,0,1
-0.530776,-0.362396,-0.612105,0.0774906,1.04855,0.0721772,19,0.05,1,1
-0.530776,-0.272644,-0.587603,0.0756816,1.09976,0.0675457,19,0.05,0,1
-0.530776,-0.162925,-0.558918,0.0742838,1.15373,0.0634727,19,0.05,0,1
-0.530776,-0.924548,-0.582126,0.0732303,1.2106,0.059863,19,0.05,0,1
-0.530776,-0.32404,-0.566676,0.07247,1.2705,0.0566418,19,0.05,0,1
-0.530776,-0.681285,-0.573167,0.0719634,1.33358,0.0537496,19,0.05,0,1
-0.530776,-0.508174,-0.569674,0.0716793,1.4,0.0511383,19,0.05,0,1
